data,phone,company,country,date,other,predicted_label,company_score,country_score,date_score,other_score,phone_score,ParsedCountry,ParsedNumber,ParsedCompanyName,ParsedLegalSuffix
610.233.4498,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
521.130.3611,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
358.624.2039,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 629.190.5961,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
(207) 496-8257,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
671.573.9134,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-95962,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call +1-563-767-4327,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,US,5637674327, , 
(915) 376-8965,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
918-676-6378,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
080.390.8468,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-65358,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(672) 423-7753,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-133780,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(998) 769-1825,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
542.745.8448,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +1-995-984-7725,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
Call 087.155.5277,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
904.904.2588,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
290.195.5338,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-56152,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-165973,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-84855,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(779) 835-1576,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
199.588.0100,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(077) 151-5857,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5586,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-6996,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
477.028.8780,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-140304,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
652-985-1382,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-104069,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
010-729-2464,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2639,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
879-655-2517,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(100) 888-0389,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
588-965-5990,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3156,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-65761,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
655.732.6093,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-615,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-7045,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(222) 271-6513,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7192,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(878) 551-4984,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-93670,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call +1-168-332-3232,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-9291,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(310) 670-0374,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
164-039-0375,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-92791,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-1971,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
324-970-3186,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
397-540-5255,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 161.884.9065,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-92940,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(332) 628-3444,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
822.916.1859,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
000.484.4253,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
122-981-7733,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-126159,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(263) 177-4561,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
978-278-7368,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-171360,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
086.214.2878,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
416-196-7585,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2193,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
664.478.9925,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(114) 289-6851,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-105110,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call +91-22357-00916,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,2235700916, , 
Call +1-966-674-4844,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
(225) 149-5051,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1594,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
055.005.1046,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4658,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-10211,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-8046,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
935.340.6072,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2491,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
108-901-2058,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5856,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-10488,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-6845,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
224.673.7684,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
641.389.0691,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2016,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
656.650.9696,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-140999,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-170612,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
017-906-2100,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(805) 291-4097,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
673-425-7642,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-106186,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-53749,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-109331,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
384.917.6452,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-15311,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(286) 058-6355,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
405.067.4540,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
636-698-6296,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
094.738.7499,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4294,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-29457,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
786-850-5044,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(527) 923-4236,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(682) 151-0972,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(018) 636-2923,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
702.276.3597,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
029.455.1571,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
997.510.0595,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-124471,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
269-207-7205,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4187,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-5148,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
517-763-6582,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(197) 492-7658,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-151489,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-4807,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-102510,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-1937,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
310-235-8053,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
719.627.3323,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-64648,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-130716,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(653) 768-9897,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(763) 778-3060,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4710,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
484-620-8606,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7734,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
393-176-6471,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
813-172-0376,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
415-370-8333,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(050) 581-6944,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-197018,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
385-875-4655,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5898,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
888-594-2184,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(758) 405-8559,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-62586,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(480) 908-9513,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
447-822-5416,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
698.355.8309,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-403,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +91-86285-16292,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,8628516292, , 
-9830,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
315.525.6341,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
064-724-5875,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
495-794-6536,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7546,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-3441,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
375-097-7790,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
928-735-4245,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-62493,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-70357,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-7585,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
251-655-7703,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 832-173-0054,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
672-898-3526,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
586-269-8151,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
756-167-6145,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(379) 683-8482,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4785,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-5010,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
452-180-0173,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
931.338.8167,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4650,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
499-977-0733,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-134448,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
217.258.7436,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
848.512.5107,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(037) 700-6132,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2460,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
570.856.3989,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2488,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call 174.238.5156,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-120567,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
Call 589.969.4994,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
-8413,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-168920,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-56335,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-101410,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-8822,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(576) 507-2113,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-33783,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
Call (151) 369-3750,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
-9625,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-3492,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(766) 105-3146,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-4398,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
738.466.6615,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 570-784-4552,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
872.700.5816,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(777) 699-1611,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
622-121-6117,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(620) 046-5938,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +91-56261-07282,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59,IN,5626107282, , 
-9532,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-123410,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
873.316.4502,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
901.538.6403,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(467) 259-5533,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-3021,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-6882,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
Call +91-06959-48367,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
-7944,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-10488,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
191.231.1631,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(692) 718-1207,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(886) 055-3915,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-8652,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-77642,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
244.286.0977,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-87876,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
718.258.7930,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-110081,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
789.772.0297,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
898.566.2153,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-9532,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-184253,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
902-143-7188,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
408-514-9933,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(986) 660-0714,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(790) 810-6210,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-131364,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-173723,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(211) 350-8188,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-59352,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
(717) 154-4014,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
448-882-1647,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
433-118-2820,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 860-234-9921,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
135.456.0854,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-73131,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-8025,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
480-246-1695,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call +1-560-766-2921,1,0,0,0,0,phone,0.14,0.155,0.0,0.115,0.59, , , , 
103.610.1571,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
478.407.6639,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 820-733-8365,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
391-479-0079,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
172-151-2086,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
384-845-0845,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
002-856-3367,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
219-154-2209,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-180943,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
986.721.7151,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
048-928-8451,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
983.964.3310,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1559,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
809.288.8241,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
968-794-0272,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
235-356-9977,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-2134,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
610-085-7918,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
638-264-4364,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
773-711-2484,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-7539,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-8553,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(674) 762-2179,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
607-028-0456,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
923-332-8446,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
707.564.0692,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(010) 315-6245,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
330.347.6797,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
516-919-6320,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
426-750-2759,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-108459,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
(364) 021-4223,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
571-389-3950,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(680) 460-5058,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-69822,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
114.194.0745,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
489-456-9698,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 338-573-0349,1,0,0,0,0,phone,0.15,0.16,0.0,0.13,0.56, , , , 
(933) 971-9023,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(131) 352-8852,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
971-662-9918,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
286-247-2016,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-164071,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
458-292-3874,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(971) 761-2746,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
170-076-1147,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-5543,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
-5015,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(578) 826-0171,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(695) 300-4211,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 646.261.3322,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
077.654.5168,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
016-704-3885,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-27661,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-112442,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
012.282.6065,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-10253,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
-152115,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-129330,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-106807,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
-3407,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
051-268-0510,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
Call 057.223.4493,1,0,0,0,0,phone,0.12,0.195,0.0,0.11,0.575, , , , 
Call (178) 368-4170,1,0,0,0,0,phone,0.165,0.145,0.0,0.12,0.57, , , , 
187.295.3605,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-96740,0,0,0,0,1,other,0.035,0.0,0.31,0.49,0.165, , , , 
965.287.5214,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
095.860.1734,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
495-657-8589,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
618.803.1212,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
(597) 717-4871,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-127949,0,0,0,0,1,other,0.03,0.0,0.33,0.36,0.28, , , , 
988.809.7517,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
437.617.9865,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1103,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
(431) 676-9569,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
-1476,0,0,0,0,1,other,0.035,0.0,0.31,0.52,0.135, , , , 
675.794.6361,1,0,0,0,0,phone,0.0,0.0,0.0,0.0,1.0, , , , 
